Burr_PD_L1_CMTM6_INFr_LFC	Freeman_B16F10_MHCI_Low_LFC	Freeman_B16F10_NK_LFC	Haney_U937_iggRBC_LFC	Haney_U937_Zymosin_LFC	Henriksson_mNaiveTh_GATA3_r1_LFC	Jiang_Daudi_B_CD40_r1_LFC	Kearney_B16F10_OT_I_LFC	Kearney_MC38_OT_I_aPD1_LFC	Kearney_MC38_OT_I_IgG_LFC	Liu_HSC4_DoxvsnoDox_shADAR_LFC	Manguso_GVAX_only_vs_TCRa_KO_LFC	Manguso_GVAX_PD_1_vs_TCRa_KO_LFC	Manguso_TCRa_KO_vs_In_vitro_LFC	Pan_B16F10_Pmel_1_IFNg_LFC	Parnas_BMDCs_TNF_r1_LFC	Pech_K562_MHCI_r1_LFC	Pech_K562_NK_92_r1_LFC	Ritchie_U937_cGAMP_r1_LFC	Shifrut_pilot_mean_LFC	Shifrut_d1234_LFC	Vredevoogd_IFNGR1mut_SKCM_MART_1_1r_LFC
C6ORF50	-6.67	NA	NA	-0.13934	0.10081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C6ORF52	-7.3888	NA	NA	-0.17002	0.074501	NA	-0.15388	NA	NA	NA	-0.49087	NA	NA	NA	NA	NA	-0.16461	-0.21073	NA	NA	-0.090091	0.20897
C6ORF57	-7.4983	NA	NA	-0.34496	0.12977	NA	NA	NA	NA	NA	-0.134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.064965
C6ORF58	-7.6799	NA	NA	-0.012062	-0.012202	NA	-0.62724	NA	NA	NA	0.38945	NA	NA	NA	NA	NA	0.28169	0.081939	NA	NA	0.08943	0.026881
C6orf62	NA	-1.0098	0.95717	NA	NA	-0.5892	NA	-3.8002	-3.7154	-0.3297	NA	NA	NA	NA	-0.96555	-0.32179	NA	NA	NA	NA	NA	NA
C6ORF62	-7.5127	NA	NA	-0.23461	-0.23749	NA	-0.86588	NA	NA	NA	-0.34081	NA	NA	NA	NA	NA	0.04509	0.070712	NA	NA	-0.0023795	0.010084
C6ORF7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43817	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.061212	0.050377
C6ORF70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13566
C6orf89	NA	1.9613	2.2191	NA	NA	1.2746	NA	-6.1999	-1.8992	-2.7147	NA	NA	NA	NA	-0.46169	-2.4586	NA	NA	NA	NA	NA	NA
C6ORF89	-7.0223	NA	NA	0.40738	0.14366	NA	-0.59679	NA	NA	NA	0.53389	NA	NA	NA	NA	NA	0.30566	-0.14763	NA	NA	-0.18616	0.18424
C6ORF99	-7.3912	NA	NA	0.20132	-0.15687	NA	0.3511	NA	NA	NA	0.022796	NA	NA	NA	NA	NA	-2.6048	0.52396	NA	NA	0.20003	0.11624
C7	-7.3195	2.0705	-0.018452	0.1937	-0.19122	3.1339	0.72257	-6.0432	-2.3937	-0.8832	-0.6226	NA	NA	NA	-0.17175	-3.3692	-0.35249	0.057278	NA	NA	0.063161	-0.15326
C7ORF10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0028343
C7ORF13	-7.7202	NA	NA	-0.20299	0.058806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C7orf25	NA	1.9875	0.76008	NA	NA	-0.031548	NA	-3.8555	-1.0808	1.237	NA	NA	NA	NA	-0.45551	-1.9408	NA	NA	NA	NA	NA	NA
C7ORF25	-7.871	NA	NA	0.1582	0.058937	NA	-0.55657	NA	NA	NA	0.33353	NA	NA	NA	NA	NA	-0.69828	-0.24571	NA	NA	0.024698	0.097655
C7ORF26	-6.9426	NA	NA	0.33817	0.25673	NA	1.3629	NA	NA	NA	-0.81008	NA	NA	NA	NA	NA	0.62434	-2.0098	NA	NA	-0.17664	0.18663
C7ORF29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28024
C7ORF31	-7.017	NA	NA	0.014608	-0.018529	NA	-0.72458	NA	NA	NA	0.038841	NA	NA	NA	NA	NA	0.26393	0.10544	NA	NA	-0.11989	0.1392
C7ORF33	-8.0194	NA	NA	0.11344	-0.066058	NA	-0.059491	NA	NA	NA	0.53222	NA	NA	NA	NA	NA	1.0069	0.12932	NA	NA	-0.14722	-0.036138
C7ORF34	-8.8903	NA	NA	-0.0086833	0.034797	NA	0.22024	NA	NA	NA	-0.1779	NA	NA	NA	NA	NA	-0.22278	0.73771	NA	NA	-0.096287	-0.13073
C7ORF41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.47395
C7ORF43	-7.9635	NA	NA	0.034856	0.11587	NA	-0.53995	NA	NA	NA	-0.57961	NA	NA	NA	NA	NA	-0.38748	0.11317	NA	NA	0.20844	-0.25994
C7ORF49	-6.936	NA	NA	0.14733	-0.10689	NA	-0.15736	NA	NA	NA	-0.30389	NA	NA	NA	NA	NA	0.3646	-0.11502	NA	NA	0.1344	0.27653
C7ORF50	-7.9496	NA	NA	0.074588	-0.075276	NA	0.9685	NA	NA	NA	-0.34747	NA	NA	NA	NA	NA	-0.010628	-1.2067	NA	NA	0.079461	-0.013436
C7orf55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.7375	NA	NA	NA	NA	NA	NA	NA
C7ORF55	-8.1086	NA	NA	0.15058	-0.064478	NA	NA	NA	NA	NA	-0.05336	NA	NA	NA	NA	NA	-0.12419	-1.6429	NA	NA	0.10853	0.1641
C7ORF55-LUC7L2	-6.7337	NA	NA	0.048496	0.0057233	NA	NA	NA	NA	NA	-0.42898	NA	NA	NA	NA	NA	1.4405	0.039837	NA	NA	0.09994	0.46678
C7ORF55-LUC7L2;LUC7L2;C7ORF55-LUC7L2;LUC7L2	NA	NA	NA	NA	NA	NA	-0.70906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C7ORF55;C7ORF55-LUC7L2	NA	NA	NA	NA	NA	NA	0.067875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C7ORF57	-6.526	NA	NA	-0.29707	-0.013568	NA	0.9588	NA	NA	NA	0.27609	NA	NA	NA	NA	NA	-0.21133	0.71217	NA	NA	-0.0039638	-0.097746
C7ORF60	-7.1906	NA	NA	0.15855	-0.008845	NA	-0.1224	NA	NA	NA	-0.18197	NA	NA	NA	NA	NA	0.98781	0.23927	NA	NA	0.17211	0.20536
C7ORF61	-7.3513	NA	NA	0.071712	0.057215	NA	-0.93865	NA	NA	NA	-0.05731	NA	NA	NA	NA	NA	0.38042	-0.28699	NA	NA	-0.073716	-0.1449
C7ORF62	-8.092	NA	NA	0.078333	0.10443	NA	-0.20541	NA	NA	NA	-0.384	NA	NA	NA	NA	NA	0.020461	0.22608	NA	NA	0.016634	-0.080937
C7ORF63	-8.5275	NA	NA	-0.15678	-0.0035736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19996
C7ORF65	-8.3907	NA	NA	-0.13781	-0.022874	NA	-0.012936	NA	NA	NA	-0.13057	NA	NA	NA	NA	NA	-0.148	0.53701	NA	NA	0.060261	-0.14633
C7ORF66	-6.6521	NA	NA	0.22826	0.077864	NA	-0.96536	NA	NA	NA	-0.032497	NA	NA	NA	NA	NA	0.94551	-0.45035	NA	NA	0.10529	-0.015592
C7ORF69	-7.0948	NA	NA	0.18829	0.15713	NA	-0.18653	NA	NA	NA	0.40839	NA	NA	NA	NA	NA	4.9736	-0.38076	NA	NA	-0.1016	0.15727
C7ORF71	-7.5488	NA	NA	0.15217	0.10724	NA	-0.74267	NA	NA	NA	-0.3821	NA	NA	NA	NA	NA	0.18097	-1.2974	NA	NA	0.030142	-0.14608
C7ORF72	-7.843	NA	NA	0.0086876	0.01046	NA	-0.088872	NA	NA	NA	0.047404	NA	NA	NA	NA	NA	-0.68931	0.60417	NA	NA	0.12345	-0.26455
C7ORF73	-8.7984	NA	NA	-0.42929	0.079738	NA	0.095153	NA	NA	NA	-0.48326	NA	NA	NA	NA	NA	-0.18103	-0.024399	NA	NA	-0.071322	0.3537
C7ORF76	-7.4049	NA	NA	-0.2827	-0.030831	NA	NA	NA	NA	NA	0.030677	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11961	NA
C7ORF77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11692	NA
C8A	-6.9547	-0.86019	0.83959	-0.13061	-0.098081	-0.65277	0.36357	0.9387	-2.9787	-1.1132	-0.28004	NA	NA	NA	0.10537	-3.1921	0.64284	0.59285	NA	NA	0.13238	0.064919
C8B	-7.4885	1.4063	-0.96715	0.080662	0.045351	-1.0025	-0.69467	-6.8262	-3.3058	2.1107	-0.12884	NA	NA	NA	-0.50975	-0.61394	0.25476	0.21133	NA	NA	0.058147	0.098365
C8G	-7.5314	-0.67583	-0.35747	0.10561	0.022002	-0.95585	0.9999	-6.9684	-2.3909	2.7403	0.82558	0.031201	0.097162	0.16501	-0.6512	-1.5911	-1.153	-0.091561	NA	NA	-0.06235	-0.14781
C8ORF12	-8.7503	NA	NA	0.014402	-0.03896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C8ORF17	-7.9124	NA	NA	0.10765	-0.055667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C8ORF22	-7.6098	NA	NA	0.013134	-0.010404	NA	0.41068	NA	NA	NA	-0.41824	NA	NA	NA	NA	NA	0.63334	-0.56184	NA	NA	-0.055182	-0.51088
C8ORF31	-6.9478	NA	NA	0.030448	0.098945	NA	0.80519	NA	NA	NA	-0.44958	NA	NA	NA	NA	NA	0.94414	0.15723	NA	NA	0.029587	-0.23995
C8ORF33	-7.8174	NA	NA	-0.11343	0.030072	NA	-0.29057	NA	NA	NA	-0.5493	NA	NA	NA	NA	NA	0.084689	-0.41079	NA	NA	-0.12866	0.27987
C8ORF34	-7.3522	NA	NA	0.15624	0.051553	NA	-0.14118	NA	NA	NA	-0.19079	NA	NA	NA	NA	NA	0.53045	0.016177	NA	NA	0.022423	-0.046534
C8ORF37	-7.1134	NA	NA	0.079828	0.063756	NA	0.19687	NA	NA	NA	-0.26525	NA	NA	NA	NA	NA	-0.24767	0.1461	NA	NA	0.054033	-0.2369
C8ORF4	-7.7788	NA	NA	0.3868	0.12033	NA	-0.48674	NA	NA	NA	0.22051	NA	NA	NA	NA	NA	0.21569	0.37219	NA	NA	0.0081979	0.16129
C8ORF42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28886
C8ORF44	-7.3218	NA	NA	-0.14233	0.023362	NA	0.038719	NA	NA	NA	-0.82851	NA	NA	NA	NA	NA	0.39832	-0.16869	NA	NA	0.2186	0.16655
C8orf44-SGK3	NA	-1.4308	-1.9435	NA	NA	0.8219	NA	-5.3276	-2.2169	1.9304	NA	NA	NA	NA	-2.1132	2.7907	NA	NA	NA	NA	NA	NA
C8ORF44-SGK3	-7.3338	NA	NA	-0.10502	-0.067453	NA	NA	NA	NA	NA	0.30075	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.066291	-0.11723
C8ORF46	-8.0057	NA	NA	-0.1864	0.06513	NA	-0.45902	NA	NA	NA	-0.73967	NA	NA	NA	NA	NA	0.59486	-0.24236	NA	NA	0.1273	0.25176
C8ORF47	-7.7632	NA	NA	0.041726	0.078784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22853
C8orf48	NA	-0.45689	0.15034	NA	NA	0.15527	NA	-3.669	-3.6306	-0.5136	NA	NA	NA	NA	-1.2594	-2.6167	NA	NA	NA	NA	NA	NA
C8ORF48	-7.9264	NA	NA	-0.070759	0.038587	NA	0.052399	NA	NA	NA	0.59951	NA	NA	NA	NA	NA	1.0115	0.48163	NA	NA	0.021908	-0.097465
C8ORF49	-7.3986	NA	NA	0.10379	0.0018573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C8ORF56	-7.8705	NA	NA	-0.16727	-0.12905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C8ORF58	-7.8589	NA	NA	0.40381	0.13899	NA	0.065899	NA	NA	NA	-0.28428	NA	NA	NA	NA	NA	0.10186	0.12279	NA	NA	0.08372	0.015494
C8ORF59	-5.4449	NA	NA	-0.31683	0.0083866	NA	0.4052	NA	NA	NA	0.24182	NA	NA	NA	NA	NA	0.28071	0.23547	NA	NA	-0.098671	0.27718
C8ORF74	-7.7262	NA	NA	0.15838	0.085343	NA	0.07385	NA	NA	NA	-0.36666	NA	NA	NA	NA	NA	0.718	-0.078061	NA	NA	0.0032194	0.012733
C8ORF76	-2.364	NA	NA	-0.39998	0.011331	NA	0.82123	NA	NA	NA	-0.65579	NA	NA	NA	NA	NA	-0.28917	-0.25362	NA	NA	-0.033409	NA
C8ORF76;ZHX1-C8ORF76;C8ORF76;ZHX1-C8ORF76	NA	NA	NA	NA	NA	NA	1.4975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C8ORF82	-7.5188	NA	NA	-0.4691	0.088734	NA	0.073632	NA	NA	NA	-0.37164	NA	NA	NA	NA	NA	-0.0037292	0.94852	NA	NA	-0.087979	0.40463
C8ORF86	-8.2391	NA	NA	-0.0113	0.075567	NA	0.27227	NA	NA	NA	-0.56337	NA	NA	NA	NA	NA	0.38455	0.17243	NA	NA	0.10392	-0.34453
C8ORF87	-7.1505	NA	NA	-0.042472	0.033365	NA	0.20952	NA	NA	NA	0.28149	NA	NA	NA	NA	NA	0.69778	-0.17196	NA	NA	0.090035	-0.32021
C8ORF88	-7.7708	NA	NA	-0.098979	-0.0079896	NA	-0.25469	NA	NA	NA	0.44305	NA	NA	NA	NA	NA	1.0412	-0.19298	NA	NA	0.14475	NA
C8ORF89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.41868	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.070394	NA
C9	-7.5502	-1.8353	-2.9278	-0.29157	-0.082485	2.392	0.74894	-6.7578	-2.5427	-1.0407	-0.00070258	NA	NA	NA	-0.57947	2.2109	0.59258	-0.56327	NA	NA	-0.015647	0.30025
C9ORF106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17852	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.015591	NA
C9orf114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.0231	NA	NA	NA	NA	NA	NA	NA
C9ORF114	-5.3982	NA	NA	-0.09618	0.37239	NA	0.51652	NA	NA	NA	0.63319	NA	NA	NA	NA	NA	-2.1816	-3.6355	NA	NA	-0.097227	-0.65825
C9ORF116	-8.0448	NA	NA	-0.0044728	0.0051464	NA	0.28211	NA	NA	NA	0.43768	NA	NA	NA	NA	NA	0.22763	-0.072556	NA	NA	0.23858	0.0056512
C9ORF117	-8.2425	NA	NA	-0.13289	-0.044356	NA	-0.66851	NA	NA	NA	-0.28665	NA	NA	NA	NA	NA	-0.44163	0.43964	NA	NA	-0.010951	-0.03768
C9ORF123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.021356
C9ORF129	-7.7855	NA	NA	0.24916	0.037544	NA	-0.59912	NA	NA	NA	0.6562	NA	NA	NA	NA	NA	0.13651	0.35288	NA	NA	-0.10054	-0.044312
C9ORF131	-7.896	NA	NA	0.11953	0.016084	NA	0.36703	NA	NA	NA	0.4064	NA	NA	NA	NA	NA	-1.144	0.68757	NA	NA	0.090434	0.26737
C9ORF135	-7.1992	NA	NA	-0.35622	0.091097	NA	0.11323	NA	NA	NA	0.39141	NA	NA	NA	NA	NA	-0.32665	0.32043	NA	NA	0.087168	0.16556
C9ORF139	-7.7001	NA	NA	-0.075111	0.09379	NA	-0.03883	NA	NA	NA	-0.16365	NA	NA	NA	NA	NA	0.31718	-0.026801	NA	NA	-0.047357	-0.10302
C9ORF141	-7.4634	NA	NA	0.029278	0.059107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C9orf142	NA	0.72147	-0.90348	NA	NA	-0.018075	NA	-1.0234	-1.2556	3.1466	NA	NA	NA	NA	-0.55475	-0.3874	NA	NA	NA	NA	NA	NA
C9ORF142	-7.7576	NA	NA	-0.20539	0.010624	NA	0.76408	NA	NA	NA	0.12161	NA	NA	NA	NA	NA	0.33286	0.041291	NA	NA	-0.111	-0.19455
C9ORF147	-7.4428	NA	NA	-0.2719	-0.088865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C9ORF152	-7.3522	NA	NA	-0.117	0.079296	NA	0.032299	NA	NA	NA	0.29486	NA	NA	NA	NA	NA	-0.45362	0.34384	NA	NA	-0.027767	0.077467
C9ORF153	-7.3975	NA	NA	-0.061032	0.03423	NA	0.45126	NA	NA	NA	-0.081151	NA	NA	NA	NA	NA	1.0248	0.42984	NA	NA	0.074869	0.025495
C9orf156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.75551	NA	NA	NA	NA	NA	NA	NA
C9ORF156	-6.8691	NA	NA	0.18876	0.080043	NA	0.44253	NA	NA	NA	0.18679	NA	NA	NA	NA	NA	-0.20649	0.91373	NA	NA	0.15671	-0.050895
C9ORF16	-7.4263	NA	NA	-0.36136	0.013546	NA	0.18893	NA	NA	NA	0.0073888	NA	NA	NA	NA	NA	0.48043	-0.047812	NA	NA	0.00046953	0.10257
C9ORF163	-7.0177	NA	NA	-0.12689	-0.046025	NA	0.39324	NA	NA	NA	-0.11063	NA	NA	NA	NA	NA	-0.13948	-0.47185	NA	NA	0.037658	-0.22236
C9ORF169	-6.961	NA	NA	-0.062535	-0.022335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.19601
C9ORF170	-7.9663	NA	NA	-0.21319	0.10544	NA	0.2121	NA	NA	NA	0.24815	NA	NA	NA	NA	NA	-0.022547	0.24383	NA	NA	0.095226	-0.22036
C9orf171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17416	NA	NA	NA	NA	NA	NA	NA
C9ORF171	-7.6862	NA	NA	-0.38656	0.050742	NA	0.080549	NA	NA	NA	-0.24759	NA	NA	NA	NA	NA	-0.60287	0.54489	NA	NA	0.091066	-0.042396
C9ORF172	-7.3444	NA	NA	-0.046335	-0.019228	NA	-0.227	NA	NA	NA	0.27167	NA	NA	NA	NA	NA	0.073009	0.59212	NA	NA	0.040858	0.12425
C9orf173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.39219	NA	NA	NA	NA	NA	NA	NA
C9ORF173	-6.9891	NA	NA	0.017509	-0.083296	NA	0.75357	NA	NA	NA	0.039587	NA	NA	NA	NA	NA	0.14263	0.011196	NA	NA	-0.093409	-0.30671
C9ORF24	-7.7751	NA	NA	-0.23634	-0.020456	NA	-0.55816	NA	NA	NA	0.2396	NA	NA	NA	NA	NA	-0.57192	0.12214	NA	NA	-0.095705	-0.0041169
C9ORF3	-6.8602	NA	NA	0.12535	0.028059	NA	0.087431	NA	NA	NA	-0.43806	NA	NA	NA	NA	NA	-0.24604	0.5488	NA	NA	0.13705	0.00061446
C9ORF37	-7.0717	NA	NA	-0.19447	-0.041516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.11498
C9ORF38	-7.7483	NA	NA	-0.025845	0.044596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C9ORF40	-7.5108	NA	NA	0.27553	0.1374	NA	-0.50179	NA	NA	NA	-0.17568	NA	NA	NA	NA	NA	-0.8415	0.040402	NA	NA	0.075509	0.57879
C9orf41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.1563	NA	NA	NA	NA	NA	NA	NA
C9ORF41	-8.2331	NA	NA	0.28168	-0.06669	NA	0.12389	NA	NA	NA	0.25131	NA	NA	NA	NA	NA	-1.2076	0.1576	NA	NA	-0.052138	-0.50666
C9ORF43	-7.7402	NA	NA	-0.035395	-0.26671	NA	0.35215	NA	NA	NA	0.35118	NA	NA	NA	NA	NA	0.065379	0.2875	NA	NA	0.072392	-0.089674
C9ORF47	-7.4418	NA	NA	0.038063	0.047168	NA	0.12798	NA	NA	NA	0.042452	NA	NA	NA	NA	NA	-0.85744	-0.35175	NA	NA	0.0014435	-0.077919
C9ORF50	-7.6816	NA	NA	-0.34071	0.11455	NA	1.1691	NA	NA	NA	1.0628	NA	NA	NA	NA	NA	-0.17681	-0.18057	NA	NA	-0.17626	-0.10803
C9ORF53	-7.9185	NA	NA	-0.13269	-0.049257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C9ORF57	-7.7718	NA	NA	-0.13692	-0.076935	NA	-0.30916	NA	NA	NA	0.18654	NA	NA	NA	NA	NA	0.99928	0.23019	NA	NA	0.076922	0.30775
C9ORF62	-7.2398	NA	NA	0.015216	0.046119	NA	0.83925	NA	NA	NA	-0.30892	NA	NA	NA	NA	NA	0.5287	0.14062	NA	NA	-0.071111	-0.24453
C9ORF64	-6.1073	NA	NA	-0.12695	0.070609	NA	-1.4381	NA	NA	NA	0.26918	NA	NA	NA	NA	NA	-0.9528	0.30196	NA	NA	0.14136	0.21585
C9ORF66	-8.1694	NA	NA	-0.54863	0.030123	NA	-0.038693	NA	NA	NA	0.024774	NA	NA	NA	NA	NA	-0.80134	0.35226	NA	NA	-0.035931	0.16134
C9ORF69	-7.7472	NA	NA	-0.093589	0.049931	NA	-0.0075635	NA	NA	NA	0.17629	NA	NA	NA	NA	NA	-0.11328	0.31352	NA	NA	0.068117	0.011158
C9ORF72	-7.0694	NA	NA	-0.13396	0.05928	NA	0.32012	NA	NA	NA	-0.12779	NA	NA	NA	NA	NA	-0.44558	-0.36474	NA	NA	-0.19774	0.029001
C9orf78	NA	-5.2932	2.3168	NA	NA	-0.36298	NA	-6.173	-1.7522	-0.16855	NA	NA	NA	NA	-1.4243	3.6339	NA	NA	NA	NA	NA	NA
C9ORF78	-6.5771	NA	NA	0.25923	0.046413	NA	0.30745	NA	NA	NA	0.087475	NA	NA	NA	NA	NA	-0.44421	-0.95458	NA	NA	-0.023804	-0.33784
C9ORF84	-7.3635	NA	NA	0.066008	-0.020016	NA	0.23423	NA	NA	NA	0.2958	NA	NA	NA	NA	NA	-0.36038	0.42529	NA	NA	-0.20409	0.067117
C9ORF85	-6.2065	NA	NA	-0.012341	0.033643	NA	0.73443	NA	NA	NA	0.85342	NA	NA	NA	NA	NA	0.65469	-0.27367	NA	NA	0.098566	-0.17385
C9orf89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.72161	NA	NA	NA	NA	NA	NA	NA
C9ORF89	-7.8272	NA	NA	0.15637	0.23057	NA	-0.42538	NA	NA	NA	-0.55325	NA	NA	NA	NA	NA	-0.48584	0.18651	NA	NA	-0.036872	-0.18394
C9orf9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.40119	NA	NA	NA	NA	NA	NA	NA
C9ORF9	-6.9246	NA	NA	-0.34332	0.015025	NA	-0.074593	NA	NA	NA	0.35477	NA	NA	NA	NA	NA	-0.91809	-0.12466	NA	NA	0.070549	0.021646
C9ORF91	-8.1386	NA	NA	-0.14999	-0.0021063	NA	0.88806	NA	NA	NA	0.42133	NA	NA	NA	NA	NA	-0.34488	-0.13897	NA	NA	-0.053038	-0.12901
C9ORF92	-7.044	NA	NA	0.00092149	0.15075	NA	-0.53044	NA	NA	NA	0.31246	NA	NA	NA	NA	NA	0.15899	0.036928	NA	NA	-0.060979	-0.13075
C9ORF96	-7.2828	NA	NA	-0.19822	0.070871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.095981
CA1	-7.3052	NA	NA	-0.36768	-0.11055	NA	0.084828	NA	NA	NA	0.15411	NA	NA	NA	NA	NA	-0.082573	-0.48045	NA	NA	-0.06167	0.031212
CA10	-7.1537	NA	NA	-0.040523	0.033815	NA	0.035284	NA	NA	NA	0.022527	NA	NA	NA	NA	NA	-0.40869	-0.16879	NA	NA	0.064259	0.13302
CA11	-7.1375	NA	NA	-0.1714	0.061032	NA	0.88425	NA	NA	NA	0.08143	NA	NA	NA	NA	NA	0.59854	-0.10226	NA	NA	0.056538	-0.40795
CA12	-8.1049	NA	NA	0.17693	0.025094	NA	-0.315	NA	NA	NA	0.48207	NA	NA	NA	NA	NA	0.42385	0.13684	NA	NA	0.028274	0.16573
CA13	-6.9174	NA	NA	0.23481	0.024954	NA	-0.045118	NA	NA	NA	0.13821	NA	NA	NA	NA	NA	0.97998	0.044478	NA	NA	0.063615	-0.15806
CA14	-7.0449	NA	NA	0.12056	0.069472	NA	-0.81059	NA	NA	NA	0.20845	NA	NA	NA	NA	NA	0.0020881	0.2647	NA	NA	0.064479	0.033132
CA2	-7.3277	NA	NA	0.0027423	0.042972	NA	0.029946	NA	NA	NA	0.62034	NA	NA	NA	NA	NA	0.064919	-0.55837	NA	NA	-0.1675	0.061269
CA3	-7.6975	NA	NA	0.28194	0.16232	NA	-0.659	NA	NA	NA	0.76569	NA	NA	NA	NA	NA	0.24115	-0.035421	NA	NA	0.045387	0.049581
CA4	-7.3346	NA	NA	-0.0011074	-0.031552	NA	-0.6166	NA	NA	NA	0.56454	NA	NA	NA	NA	NA	-0.01905	-0.026184	NA	-0.14768	0.02273	0.14754
CA5A	-7.9069	NA	NA	0.14632	0.013991	NA	0.39458	NA	NA	NA	0.77096	NA	NA	NA	NA	NA	0.37387	-0.42378	NA	NA	0.022751	-0.36517
CA5B	-7.9303	NA	NA	0.032945	0.024049	NA	-0.034388	NA	NA	NA	0.35964	NA	NA	NA	NA	NA	0.19426	0.12056	NA	NA	0.10938	0.00058204
CA6	-8.0644	NA	NA	0.01123	-0.040246	NA	-0.53235	NA	NA	NA	0.52463	NA	NA	NA	NA	NA	0.088692	-0.10934	NA	NA	0.0050032	-0.24788
CA7	-6.9324	NA	NA	-0.06315	-0.021123	NA	0.49125	NA	NA	NA	-0.028537	NA	NA	NA	NA	NA	0.47455	0.44234	NA	NA	0.02613	-0.0064774
CA8	-7.012	NA	NA	0.064877	0.11146	NA	0.30363	NA	NA	NA	0.43017	NA	NA	NA	NA	NA	-0.41082	-0.015142	NA	NA	-0.14166	0.068086
CA9	-6.8935	NA	NA	-0.30173	0.084624	NA	0.61382	NA	NA	NA	-0.13159	NA	NA	NA	NA	NA	-0.23827	0.10671	NA	NA	0.034716	-0.148
CAAP1	-7.7095	-5.9652	-4.3033	-0.0088652	-0.099288	4.2238	0.32631	-5.3971	1.3634	-0.097925	0.24833	NA	NA	NA	-2.552	-3.5443	-0.75013	-0.39513	NA	NA	-0.12214	-0.099369
