Burr_PD_L1_CMTM6_INFr_RRAscore	Freeman_B16F10_MHCI_Low_RRAscore	Freeman_B16F10_NK_RRAscore	Haney_U937_iggRBC_RRAscore	Haney_U937_Zymosin_RRAscore	Henriksson_mNaiveTh_GATA3_r1_RRAscore	Jiang_Daudi_B_CD40_r1_RRAscore	Kearney_B16F10_OT_I_RRAscore	Kearney_MC38_OT_I_aPD1_RRAscore	Kearney_MC38_OT_I_IgG_RRAscore	Liu_HSC4_DoxvsnoDox_shADAR_RRAscore	Manguso_GVAX_only_vs_TCRa_KO_RRAscore	Manguso_GVAX_PD_1_vs_TCRa_KO_RRAscore	Manguso_TCRa_KO_vs_In_vitro_RRAscore	Pan_B16F10_Pmel_1_IFNg_RRAscore	Parnas_BMDCs_TNF_r1_RRAscore	Pech_K562_MHCI_r1_RRAscore	Pech_K562_NK_92_r1_RRAscore	Ritchie_U937_cGAMP_r1_RRAscore	Shifrut_pilot_mean_RRAscore	Shifrut_d1234_RRAscore	Vredevoogd_IFNGR1mut_SKCM_MART_1_1r_RRAscore
EXO5	0.51354	0.015474	0.20379	0.45527	0.019575	0.97736	0.92892	0.94475	0.79204	0.9056	0.12211	NA	NA	NA	0.9004	0.58877	0.1897	0.96001	NA	NA	0.84777	0.98395
EXOC1	0.73808	0.18772	0.10266	0.68766	0.12908	0.88118	0.20512	0.14285	0.8603	0.32248	0.0033724	NA	NA	NA	0.32764	0.95293	0.00011918	0.62262	NA	NA	0.041481	0.60335
EXOC2	0.21836	0.20075	0.034587	0.19791	0.41449	0.26192	0.31041	0.24815	0.062375	0.087066	0.0032641	0.073501	0.10874	0.84493	0.21823	0.014287	0.019495	0.42833	NA	NA	0.37794	0.15443
EXOC3	0.9222	NA	NA	0.1527	0.2607	0.012049	0.0048843	NA	NA	NA	0.017704	NA	NA	NA	NA	0.85563	0.075739	0.049557	NA	NA	0.0033064	0.0086118
EXOC3-AS1	NA	NA	NA	NA	NA	NA	0.85896	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55384	0.95182	NA	NA	NA	NA
EXOC3L1	0.096691	NA	NA	0.78458	0.88445	NA	0.40443	NA	NA	NA	0.8612	NA	NA	NA	NA	NA	0.43681	0.24564	NA	NA	0.17754	0.45214
EXOC3L2	0.041595	NA	NA	0.0048953	0.011373	NA	0.15064	NA	NA	NA	0.0083578	NA	NA	NA	NA	NA	0.39541	0.14439	NA	NA	0.32082	0.82457
EXOC3L4	0.15901	0.51007	0.040078	0.020884	0.8991	0.2185	0.077309	0.10334	0.26256	0.76685	0.058757	NA	NA	NA	0.027725	0.76578	0.63012	0.27645	NA	NA	0.024973	0.096125
EXOC4	0.93148	0.12375	0.48147	0.53269	0.28684	0.0044717	0.12366	0.3841	0.55176	0.14257	0.57893	NA	NA	NA	0.0029199	0.13909	0.24456	0.12022	NA	NA	0.43542	0.76098
EXOC5	0.84755	0.0046826	0.67817	0.54411	0.042972	0.80897	0.67323	0.049146	0.22364	0.90273	0.015982	NA	NA	NA	0.24722	0.18653	0.58287	0.053574	NA	NA	0.3545	0.62883
EXOC6	0.0023664	0.055704	0.72074	0.29841	0.010533	0.044939	0.30337	0.48855	0.085137	0.050599	0.19812	NA	NA	NA	0.043597	0.10846	0.81748	0.70799	NA	NA	0.76195	0.064049
EXOC6B	0.55751	0.14902	0.10798	0.35681	0.49931	0.30713	0.09116	0.89717	0.8603	0.16055	0.17122	NA	NA	NA	0.63299	0.84367	0.24256	0.6826	NA	NA	0.074167	0.13041
EXOC7	0.27676	0.022284	0.16147	0.17273	0.080904	0.0063888	0.78691	0.17013	0.055147	0.21791	0.0045353	0.35651	0.17501	0.90295	0.06077	0.83154	0.0037405	0.15558	NA	NA	0.64064	0.38802
EXOC8	0.77534	0.34001	0.37527	0.87689	0.18375	0.061133	0.28798	0.93724	0.025283	0.045672	0.0012213	NA	NA	NA	0.005169	0.034984	0.43148	0.95736	NA	NA	0.59644	0.97359
EXOG	0.32704	0.82798	0.43234	0.55167	0.94519	0.41574	0.01471	0.035237	0.083684	0.52999	0.11475	NA	NA	NA	0.3773	0.12563	0.38607	0.32697	NA	NA	0.97773	0.2886
EXOSC1	0.63476	0.0024922	0.82991	0.47482	0.0015522	0.57664	0.27974	0.63606	0.020747	0.080318	0.003438	NA	NA	NA	0.27033	0.67377	0.062895	0.0015504	NA	NA	0.089519	0.95959
EXOSC10	0.72224	0.074441	0.71869	0.14755	0.0016302	0.78163	0.17331	0.97193	0.28199	0.29994	0.017246	NA	NA	NA	0.25355	0.0025955	0.12035	0.024346	NA	NA	0.018216	0.10711
EXOSC2	0.98318	0.51342	0.79937	0.7807	0.98756	0.27379	0.2679	0.65567	0.75987	0.025652	0.012843	NA	NA	NA	0.17629	0.056739	0.0040658	0.00017839	NA	NA	0.0024938	0.10286
EXOSC3	0.38715	0.24517	0.89794	0.69692	0.67674	0.8376	0.033848	0.97014	0.20417	0.41957	0.20985	NA	NA	NA	0.091603	0.46939	0.0022794	0.025033	NA	NA	0.022618	0.239
EXOSC4	0.99453	0.28429	0.84496	0.37273	0.57231	0.028876	0.00033882	0.89421	0.20877	0.37356	0.066844	NA	NA	NA	0.7916	0.37149	0.26356	0.14995	NA	NA	0.00024645	0.34032
EXOSC5	0.95909	0.21197	NA	0.32105	0.19496	0.16774	0.17259	0.52006	0.18033	0.026061	0.0019447	NA	NA	NA	0.13012	0.96748	0.15402	2.1656e-05	NA	NA	0.0075424	0.52286
EXOSC6	0.86616	NA	NA	0.47134	0.36318	NA	0.0076429	NA	NA	NA	0.97933	NA	NA	NA	NA	0.42656	0.44666	0.0049172	NA	NA	2.0884e-09	0.037506
EXOSC7	0.52007	0.0063657	0.094984	0.10818	0.81772	0.19013	0.035055	0.27268	0.4174	0.60164	1.3177e-05	NA	NA	NA	0.78354	0.10522	0.0027229	2.1056e-06	NA	NA	0.00021499	0.18749
EXOSC8	0.93793	0.033879	NA	0.21248	0.60394	0.031708	0.0032797	0.9795	0.26153	0.4398	0.25972	NA	NA	NA	0.3883	0.12784	0.10512	0.0015135	NA	NA	3.3815e-08	0.30928
EXOSC9	0.99997	0.024187	0.70684	0.10439	0.044879	0.090231	0.00031947	0.8294	0.048302	0.16055	0.00072672	NA	NA	NA	0.078711	0.58939	0.0036022	0.064575	NA	NA	0.0041591	0.67929
EXPH5	0.047824	0.48311	0.88359	0.79547	0.28442	0.21142	0.36703	0.066754	0.24545	0.92991	0.015774	NA	NA	NA	0.34175	0.40098	0.20774	0.46249	NA	NA	0.4642	0.0059957
EXT1	0.77205	0.50123	0.73681	0.64003	0.90496	0.2533	0.74577	0.67888	0.23055	0.34062	0.025292	NA	NA	NA	0.025434	0.027592	0.41586	0.74332	NA	NA	0.77401	0.31389
EXT2	0.98663	0.99868	0.9579	0.79531	0.14951	0.046376	0.0016156	0.15947	0.29735	0.43806	0.52331	NA	NA	NA	0.27424	0.24088	0.89655	0.82752	NA	NA	0.59292	0.84209
EXTL1	0.20402	0.58857	0.90304	0.11552	0.14959	0.22603	0.95292	0.96591	0.9943	0.059102	0.016737	NA	NA	NA	0.25352	0.6826	0.35154	0.89289	NA	NA	0.5767	0.69344
EXTL2	0.27683	0.083142	0.51308	0.10063	0.018377	0.15231	0.85771	0.10316	0.5866	0.12108	0.97359	NA	NA	NA	0.97412	0.76637	0.65049	0.95403	NA	NA	0.36041	0.91772
EXTL3	0.45228	0.52993	0.82764	0.073194	0.0055195	0.31048	0.6932	0.038073	0.18554	0.28148	0.75653	NA	NA	NA	0.50856	0.038357	0.10724	0.9373	NA	0.1787	0.95496	0.99994
EYA1	0.15332	NA	NA	0.3021	0.21527	0.090025	0.2255	NA	NA	NA	0.067145	0.71479	0.79251	0.029489	NA	0.27316	0.14482	0.61103	NA	NA	0.20562	0.71639
EYA2	0.043823	0.60066	0.20706	0.6376	0.088771	0.0020349	0.10324	0.049233	0.35231	0.24713	0.041752	NA	NA	NA	0.23632	0.82453	0.68823	0.28174	NA	NA	0.89439	0.058722
EYA3	0.19915	0.026367	0.045691	0.73474	0.2119	0.072177	0.78941	0.13735	0.10036	0.60713	0.77279	0.11833	0.51235	0.074056	0.44872	0.073948	0.30625	0.25716	NA	NA	0.39852	0.65067
EYA4	0.092213	0.24153	0.43346	0.80721	0.018883	0.26692	0.34617	0.20984	0.80694	0.038221	0.62839	NA	NA	NA	0.25598	0.94514	0.76712	0.88305	NA	NA	0.61456	0.24763
EYS	0.0014295	NA	NA	0.41107	0.44969	NA	0.23144	NA	NA	NA	0.96048	NA	NA	NA	NA	NA	0.15531	0.15466	NA	NA	0.40515	0.65899
EZH1	0.99984	0.86542	0.63495	0.70423	0.201	0.54055	0.26701	0.030291	0.025283	0.080146	0.99336	NA	NA	NA	0.93859	0.93086	0.69083	0.51058	NA	NA	0.85371	0.35218
EZH2	0.026	0.1661	0.045301	0.75237	0.28991	0.4293	0.5965	0.056746	0.036271	0.025721	0.998	NA	NA	NA	0.0027004	0.28009	0.99962	0.55488	NA	NA	0.5354	0.7972
EZR	0.37127	0.25954	0.38493	0.54195	0.24531	0.45343	0.6673	0.61709	0.52649	0.75386	0.96289	0.82944	0.9916	0.94219	0.83847	0.14416	0.14535	0.16928	NA	0.10492	0.41077	0.32264
F10	0.12575	0.0010624	0.073391	0.17819	0.65625	0.55241	0.35362	0.91175	0.37253	0.28148	0.92443	NA	NA	NA	0.11248	0.7023	0.1474	0.83124	NA	0.97667	0.9717	0.028809
F11	0.05503	NA	NA	0.76732	0.33761	0.24383	0.37077	NA	NA	NA	0.8665	NA	NA	NA	NA	0.0078568	0.57485	0.48259	NA	NA	0.92915	0.88892
F11R	0.31053	0.87323	0.10307	0.21767	0.082201	0.19525	0.087131	0.17132	0.085137	0.055718	0.95374	NA	NA	NA	0.23608	0.936	0.07422	0.98167	NA	0.092879	0.15851	0.94532
F12	0.027339	NA	NA	0.60266	0.19511	0.50953	0.33646	NA	NA	NA	0.96069	NA	NA	NA	NA	0.038052	0.15534	0.016574	NA	NA	0.79379	0.035218
F13A1	0.16789	0.57348	0.20051	0.52352	0.369	0.13656	0.36345	0.15071	0.55176	0.50303	0.61844	NA	NA	NA	0.05859	0.10383	0.35054	0.7406	NA	NA	0.95025	0.65387
F13B	0.52496	0.4382	0.25319	0.6408	0.73697	0.89136	0.35622	0.18803	0.92644	0.22397	0.31654	NA	NA	NA	0.17829	0.15306	0.4456	0.87389	NA	NA	0.55115	0.45639
F2	0.0050101	NA	NA	0.19403	0.22164	0.24502	0.046574	NA	NA	NA	0.99904	NA	NA	NA	NA	0.50368	0.15207	0.736	NA	NA	0.12008	0.44042
F2R	0.051116	0.13939	0.067075	0.40807	0.0068571	0.26263	0.58573	0.26437	0.15247	0.066029	0.93754	NA	NA	NA	0.41267	0.24985	0.0089485	0.81177	NA	0.90613	0.24447	0.84757
F2RL1	0.27764	0.98662	0.42323	0.19321	0.90192	0.00066715	0.74392	0.30027	0.13895	0.38304	0.30602	NA	NA	NA	0.78234	0.78568	0.01263	0.046982	NA	NA	0.37109	0.68849
F2RL2	0.084273	0.010027	0.075066	0.63865	0.94453	0.9831	0.25464	0.28043	0.26722	0.037276	0.05361	NA	NA	NA	0.47647	0.12115	0.4657	0.19061	NA	NA	0.93057	0.88913
F2RL3	0.85945	0.34955	0.37434	0.17283	0.85318	0.65504	0.16146	0.67888	0.16941	0.21595	0.46315	NA	NA	NA	0.94208	0.14582	0.26582	0.98632	NA	NA	0.56652	0.87607
F3	0.98906	0.10953	0.18184	0.31316	0.75687	0.5417	0.33509	0.084301	0.5977	0.067208	0.062693	0.46823	0.94519	0.7127	0.030976	0.46939	0.55553	0.29125	NA	0.91889	0.67431	0.83437
F5	0.29286	NA	NA	0.77968	0.094224	0.24992	0.32286	NA	NA	NA	0.74787	NA	NA	NA	NA	0.15206	0.020051	0.31284	NA	0.14529	0.70218	0.35893
F7	0.0062117	0.054997	0.30166	0.33189	0.6836	0.55575	0.76085	0.1119	0.012063	0.11148	0.99697	NA	NA	NA	0.76181	0.96683	0.31375	0.9034	NA	NA	0.95272	0.79349
F8	0.11539	0.46383	0.45104	0.12717	0.05425	0.2584	0.91309	0.54404	0.93736	0.31382	0.98558	NA	NA	NA	0.39082	0.80911	0.08163	0.23738	NA	NA	0.88571	0.65328
F8A1	0.88864	NA	NA	0.068274	0.23286	NA	NA	NA	NA	NA	0.0063529	NA	NA	NA	NA	NA	0.91578	0.51933	NA	NA	0.005059	NA
F8A1;F8A2;F8A3	NA	NA	NA	NA	NA	NA	0.44675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F8A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91578	0.67201	NA	NA	0.076382	NA
F8A3	0.32208	NA	NA	0.63214	0.5839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91578	0.3258	NA	NA	0.16557	0.23743
F9	0.52626	NA	NA	0.76689	0.2291	0.85871	0.092416	NA	NA	NA	0.94014	NA	NA	NA	NA	4.1684e-05	0.42824	0.47566	NA	NA	0.36183	0.65401
FA2H	0.022295	0.61689	0.59363	0.0084287	0.1391	0.19755	0.10098	0.31537	0.24545	0.77455	0.44351	NA	NA	NA	0.056987	0.54638	0.14606	0.10438	NA	NA	0.57098	0.68482
FAAH	0.1905	0.23785	0.81489	0.5052	0.25528	0.10442	0.689	0.16944	0.50507	0.055825	0.60382	NA	NA	NA	0.26984	0.03056	0.13103	0.39123	NA	NA	0.39675	0.077719
FAAH2	0.36192	NA	NA	0.29065	0.16111	NA	0.11352	NA	NA	NA	0.97694	NA	NA	NA	NA	NA	0.52783	0.88187	NA	NA	0.33985	0.27489
FAAP20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1425	NA	NA	NA	NA	NA	NA	NA
FAAP24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38294	NA	NA	NA	NA	NA	NA	NA
FABP1	0.98468	0.11144	0.24316	0.52399	0.037508	0.57225	0.75263	0.19341	0.066211	0.1321	0.98821	NA	NA	NA	0.18086	0.11062	0.52953	0.4047	NA	NA	0.85042	0.50574
FABP12	0.37878	0.28771	0.45231	0.49716	0.97782	0.92748	0.90736	0.36943	0.92038	0.45857	0.41405	NA	NA	NA	0.18393	0.99488	0.38933	0.08938	NA	NA	0.27897	0.43176
FABP2	0.64415	0.39667	0.50196	0.087484	0.54796	0.058665	0.63082	0.67507	0.49382	0.69896	0.10491	NA	NA	NA	0.78433	0.058157	0.056948	0.61616	NA	NA	0.48121	0.86268
FABP3	0.06312	0.41677	0.0219	0.22851	0.083153	0.39643	0.35113	0.55375	0.34826	0.14194	0.8949	NA	NA	NA	0.12459	0.38197	0.48294	0.53246	NA	NA	0.32379	0.71014
FABP4	0.21835	0.62525	0.21836	0.099154	0.14544	0.81065	0.73909	0.0061485	0.21509	0.90422	0.54932	NA	NA	NA	0.34646	0.80541	0.085263	0.58944	NA	NA	0.33122	0.043607
FABP5	0.9995	0.10311	0.79486	0.21958	0.1092	0.042152	0.24623	0.95281	0.31496	0.20416	0.0033954	NA	NA	NA	0.20766	0.38197	0.31634	0.028253	NA	NA	0.98999	0.31594
FABP6	0.15109	0.76802	0.17205	0.13589	0.35818	0.66198	0.2127	0.16505	0.37001	0.59613	0.35279	NA	NA	NA	0.38249	0.12115	0.46861	0.83147	NA	NA	0.76783	0.63966
FABP7	0.31868	0.96078	0.76974	0.33135	0.0034807	0.31538	0.14573	0.53932	0.28334	0.39477	0.9978	NA	NA	NA	0.20121	0.03951	0.46812	0.20402	NA	NA	0.65051	0.44934
FABP9	0.070846	0.2458	0.0074071	0.012741	0.19776	0.92262	NA	0.66228	0.72414	0.073014	0.95973	NA	NA	NA	0.99176	0.58939	NA	NA	NA	NA	0.84146	NA
FADD	0.068131	0.52476	0.21574	0.06322	6.0527e-13	0.14748	0.091503	0.04191	0.78428	0.26368	0.98204	NA	NA	NA	3.2e-06	0.059402	0.012451	0.2135	NA	NA	0.025749	0.98711
FADS1	0.26001	0.043447	0.081251	0.090122	0.25031	0.15745	0.32755	0.63149	0.00235	0.03884	0.02281	NA	NA	NA	0.42244	0.093903	0.78968	0.040318	NA	NA	0.079722	0.76667
FADS2	0.0115	0.42762	0.16324	0.18731	0.25496	0.90809	0.52545	0.28811	0.04407	0.1135	0.62734	NA	NA	NA	0.96049	0.96442	0.11715	0.19077	NA	NA	0.86511	0.028375
FADS3	0.41775	0.78618	0.088195	0.3478	0.67691	0.93371	0.40935	0.17013	0.057362	0.15274	0.033833	NA	NA	NA	0.99015	0.24777	0.32839	0.81279	NA	NA	0.79853	0.0064248
FADS6	0.84887	0.17901	0.15099	0.95818	0.46328	0.38883	0.05653	0.84317	0.68648	0.49389	0.1234	NA	NA	NA	0.17069	0.69765	0.19452	0.081285	NA	NA	0.51369	0.51902
FAF1	0.29877	0.77045	0.22953	0.38635	0.18975	0.84631	0.16464	0.06891	0.28334	0.39477	0.98754	0.55349	0.71078	0.53861	0.012853	0.0021642	0.89606	0.40263	NA	NA	0.66133	0.24171
FAF2	0.51767	0.057554	0.10009	0.01794	0.72162	0.24527	0.87205	0.36289	0.45953	0.93689	0.0035681	NA	NA	NA	0.16773	0.081557	0.027328	0.17223	NA	NA	0.024271	0.5966
FAH	0.0081166	0.11144	0.32915	0.45519	0.025089	0.0029812	0.08074	0.23208	0.99013	0.96937	0.90897	NA	NA	NA	0.36437	0.43921	0.42265	0.94857	NA	NA	0.13321	0.95297
FAHD1	0.043949	NA	NA	0.1622	0.20116	0.43679	0.81384	NA	NA	NA	0.23287	NA	NA	NA	NA	0.96186	0.86162	0.28085	NA	NA	0.9519	0.19082
FAHD2A	0.40546	0.2104	0.54507	0.22512	0.042565	0.055694	0.83399	0.13991	0.55176	0.92208	0.10929	NA	NA	NA	0.23062	0.96932	0.05322	0.55604	NA	NA	0.038771	0.76402
FAHD2B	0.78314	NA	NA	0.50249	0.59173	NA	0.33275	NA	NA	NA	0.97859	NA	NA	NA	NA	NA	0.21505	0.63692	NA	NA	0.49312	0.31891
FAIM	0.32704	0.23184	0.23523	0.82584	0.052564	0.016799	0.64269	0.30577	0.10872	0.0049297	0.91194	NA	NA	NA	0.2645	0.13349	0.80043	0.53615	NA	NA	0.13343	0.96058
FAIM2	0.07083	0.22563	0.70461	0.055685	0.02251	0.004166	0.18286	0.41249	0.18554	0.23206	0.063658	NA	NA	NA	0.39369	0.51178	0.77783	0.7984	NA	NA	0.47755	0.88584
FAIM3	0.44899	NA	NA	0.018796	0.27971	NA	0.65933	NA	NA	NA	0.41273	NA	NA	NA	NA	NA	0.19094	0.26678	NA	NA	0.71691	0.77668
FAM101A	0.68755	NA	NA	0.24385	0.072504	NA	0.27642	NA	NA	NA	0.27578	NA	NA	NA	NA	NA	0.019735	0.30027	NA	NA	0.75298	0.31629
FAM101B	0.085283	NA	NA	0.075754	0.23263	NA	NA	NA	NA	NA	0.053242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11199
FAM102A	0.41558	0.16207	0.0054768	0.0046469	0.45353	0.78349	0.26592	0.76111	0.33346	0.022447	0.26779	NA	NA	NA	0.7992	0.53867	0.021148	0.42284	NA	NA	0.99964	0.15295
FAM102B	0.036195	0.9399	0.087681	0.89597	0.47132	0.16013	0.92569	0.096169	0.7045	0.88216	0.023022	NA	NA	NA	0.028839	0.89113	0.88573	0.30483	NA	NA	0.32551	0.71579
FAM103A1	0.35956	0.88945	0.06433	0.0081347	0.71766	0.14649	0.77418	0.95872	0.03812	0.19894	0.21635	NA	NA	NA	0.066225	0.46198	0.18353	4.8701e-05	NA	NA	0.14904	0.69992
FAM104A	0.11099	0.15701	0.61673	0.00824	0.67959	0.4073	0.064517	0.10316	0.031851	0.31805	0.16399	NA	NA	NA	0.005217	0.54	0.042048	0.95097	NA	NA	0.53019	0.84381
FAM104B	0.71495	NA	NA	0.37088	0.92752	NA	0.004364	NA	NA	NA	0.60276	NA	NA	NA	NA	NA	0.40917	0.35614	NA	NA	0.16909	0.12702
FAM105A	0.39856	NA	NA	0.25126	0.99115	NA	0.54646	NA	NA	NA	0.65604	NA	NA	NA	NA	NA	0.36392	0.94283	NA	NA	0.42723	0.81318
FAM105B	0.38579	NA	NA	0.57556	0.24496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34105
FAM106A	0.99966	NA	NA	0.51505	0.4334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM107A	0.045192	0.11663	0.057554	0.23248	0.18134	0.68373	0.045915	0.90017	0.15347	0.31805	0.040932	NA	NA	NA	0.10634	0.10539	0.59845	0.1015	NA	NA	0.43279	0.21149
FAM107B	0.027565	0.60375	0.2115	0.8771	0.57636	0.86059	0.20057	0.20877	0.34826	0.26368	0.014503	NA	NA	NA	0.88653	0.1705	0.003523	0.97249	NA	NA	0.91461	0.28845
FAM109A	0.10239	0.023836	0.96762	0.033701	0.91194	0.81861	0.098389	0.30605	0.52797	0.35396	0.62161	NA	NA	NA	0.25409	0.46147	0.89916	0.97758	NA	NA	0.27148	0.29453
FAM109B	0.046898	NA	NA	0.11492	0.65034	NA	0.86816	NA	NA	NA	0.38	NA	NA	NA	NA	NA	0.96128	0.99025	NA	NA	0.75275	0.90696
FAM110A	0.59825	0.16491	0.23934	0.031955	0.31233	0.16083	0.24049	0.031472	0.93716	0.85922	0.066302	NA	NA	NA	0.46563	0.77737	0.34143	0.3119	NA	NA	0.59169	0.80425
FAM110B	0.1373	0.094532	0.56094	0.072559	0.027785	0.6021	0.12489	0.030203	0.092219	0.014696	0.2164	NA	NA	NA	0.30545	0.18653	0.57026	0.16565	NA	NA	0.38565	0.71255
FAM110C	0.16739	0.36054	0.20934	0.08986	0.59823	0.88715	0.64483	0.41249	0.63931	0.44731	0.10895	0.52316	0.66541	0.84505	0.045106	0.21383	0.44826	0.94938	NA	NA	0.47385	0.0044215
FAM110D	0.00126	NA	NA	0.0027847	0.76372	NA	0.50755	NA	NA	NA	0.020217	NA	NA	NA	NA	NA	0.066735	0.21633	NA	NA	0.56174	0.041049
FAM111A	0.092967	0.0063339	0.35658	0.19108	0.99129	0.18379	0.97865	0.017175	0.37001	0.34062	0.93869	NA	NA	NA	0.443	0.6561	0.060546	0.98746	NA	NA	0.50277	0.134
FAM111B	3.9096e-05	NA	NA	0.046916	0.36112	NA	0.63932	NA	NA	NA	0.13061	NA	NA	NA	NA	NA	0.59182	0.087724	NA	NA	0.8531	0.91841
FAM114A1	0.04638	0.85255	0.90415	0.029174	0.1119	0.39769	0.089709	0.36289	0.32626	0.030925	0.058807	NA	NA	NA	0.77119	0.41399	0.36908	0.94668	NA	NA	0.86018	0.47405
FAM114A2	0.187	0.51975	0.10138	0.16102	0.035208	0.2153	0.55665	0.86999	0.6834	0.14633	0.70597	NA	NA	NA	0.48359	0.37186	0.82103	0.83136	NA	NA	0.75205	0.16175
FAM115A	0.25529	NA	NA	0.018974	0.36831	NA	NA	NA	NA	NA	0.91873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.071035
FAM115C	0.60956	NA	NA	0.019398	0.3498	NA	NA	NA	NA	NA	0.36839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66567
FAM117A	0.61296	0.57478	0.79544	0.35815	0.36009	0.44715	0.27262	0.90322	0.68648	0.97655	0.0014281	NA	NA	NA	0.052227	0.95819	0.14777	0.69333	NA	NA	0.0043956	0.9896
FAM117B	0.99894	0.054997	0.39534	0.079333	0.0030357	0.034778	0.51153	0.15071	0.28334	0.56223	0.0045933	NA	NA	NA	0.088151	0.90374	0.18412	0.86617	NA	NA	0.13382	0.083961
FAM118A	0.085786	0.25203	0.71701	0.49976	0.046036	0.057951	0.18825	0.1149	0.88099	0.28148	0.68126	NA	NA	NA	0.16293	0.83053	0.12264	0.82585	NA	NA	0.1093	0.0024633
FAM118B	0.0041382	0.60166	0.68669	0.29259	0.16568	0.58069	0.66382	0.093296	0.43907	0.19777	0.0017409	NA	NA	NA	0.15927	0.63744	0.20637	0.89676	NA	NA	0.35661	0.61914
FAM120A	0.16965	0.1814	0.45789	0.55412	0.91876	0.1082	0.16034	0.64253	0.74223	0.52236	0.99988	0.00076233	0.0022088	0.00020696	0.28378	0.039496	0.055301	0.99986	NA	NA	0.00021559	0.51312
FAM120AOS	0.67617	NA	NA	0.12477	0.10522	NA	0.75954	NA	NA	NA	0.091356	NA	NA	NA	NA	NA	0.2388	0.73139	NA	NA	0.88145	0.66799
FAM120B	0.14892	0.40132	0.76435	0.032352	0.14154	0.19999	0.1888	0.26901	0.13816	0.41721	0.32512	NA	NA	NA	0.15044	0.6626	0.79178	0.39355	NA	NA	0.93897	0.0028934
FAM120C	0.013039	0.21866	0.71258	0.033028	0.47884	0.53722	0.051881	0.037903	0.012063	0.58439	0.023565	NA	NA	NA	0.1141	0.14516	0.22657	0.89529	NA	NA	0.73223	0.21043
FAM122A	0.81462	0.14012	0.44367	0.952	0.4403	0.78767	0.6143	0.084153	0.06447	0.21053	0.34197	NA	NA	NA	0.02335	0.92012	0.020707	0.067839	NA	NA	0.0077149	0.12597
FAM122B	0.83888	0.62057	0.82816	0.20154	0.25156	0.44721	0.79282	0.23122	0.79204	0.87111	0.083028	NA	NA	NA	0.24432	0.19559	0.69478	0.48541	NA	NA	0.94713	0.97621
FAM122C	0.2487	NA	NA	0.43332	0.96725	NA	0.22073	NA	NA	NA	0.050584	NA	NA	NA	NA	NA	0.073072	0.069696	NA	NA	0.89865	0.75974
FAM124A	0.09847	0.58047	0.6927	0.4105	0.79502	0.90532	0.96158	0.41378	0.24545	0.88953	0.024738	NA	NA	NA	0.66946	0.022978	0.40036	0.88088	NA	NA	0.41936	0.056973
FAM124B	0.5157	0.22772	0.404	0.016506	0.89722	0.54734	0.22661	0.68672	0.57485	0.79833	0.35061	NA	NA	NA	0.46698	0.04456	0.80059	0.36987	NA	NA	0.63495	0.6227
FAM126A	0.46211	0.34264	0.25381	0.88574	0.4169	0.41158	0.47298	0.0081205	0.99461	0.18938	0.78343	0.063	0.86844	0.96174	0.63757	0.10383	0.088195	0.050088	NA	NA	0.50577	0.36277
FAM126B	0.72018	0.66351	0.71464	0.31016	0.17384	0.22597	0.54387	0.088008	0.55176	0.0072899	0.64799	NA	NA	NA	0.047097	0.17364	0.10631	0.63944	NA	NA	0.4433	0.9694
FAM127A	0.74344	NA	NA	0.52937	0.52182	NA	0.21298	NA	NA	NA	0.30901	NA	NA	NA	NA	NA	0.99034	0.19644	NA	NA	0.36913	0.018246
FAM127A;FAM127B	NA	NA	NA	NA	NA	NA	0.64584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM127A;FAM127B;FAM127C;FAM127A;FAM127B;FAM127C;FAM127A;FAM127B;FAM127C	NA	NA	NA	NA	NA	NA	0.028732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM127B	0.0098754	NA	NA	0.60192	0.53212	NA	0.38619	NA	NA	NA	0.21997	NA	NA	NA	NA	NA	0.99887	0.84798	NA	NA	0.99643	0.37387
FAM127B;FAM127C;FAM127B;FAM127C	NA	NA	NA	NA	NA	NA	0.61545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM127C	0.5157	NA	NA	0.15269	0.6756	NA	0.79042	NA	NA	NA	0.21633	NA	NA	NA	NA	NA	0.99568	0.26653	NA	NA	0.94907	0.8727
